date,date_block_num,shop_id,item_id,item_price,item_cnt_day
02.01.2013,0,59,22154,999.0,1.0
03.01.2013,0,25,2552,899.0,1.0
05.01.2013,0,25,2552,899.0,-1.0
06.01.2013,0,25,2554,1709.05,1.0
15.01.2013,0,25,2555,1099.0,1.0
10.01.2013,0,25,2564,349.0,1.0
02.01.2013,0,25,2565,549.0,1.0
04.01.2013,0,25,2572,239.0,1.0
11.01.2013,0,25,2572,299.0,1.0
03.01.2013,0,25,2573,299.0,3.0
03.01.2013,0,25,2574,399.0,2.0
05.01.2013,0,25,2574,399.0,1.0
07.01.2013,0,25,2574,399.0,1.0
08.01.2013,0,25,2574,399.0,2.0
10.01.2013,0,25,2574,399.0,1.0
11.01.2013,0,25,2574,399.0,2.0
13.01.2013,0,25,2574,399.0,1.0
16.01.2013,0,25,2574,399.0,1.0
26.01.2013,0,25,2574,399.0,1.0
27.01.2013,0,25,2574,399.0,1.0
09.01.2013,0,25,2593,279.0,1.0
16.01.2013,0,25,2604,299.0,1.0
27.01.2013,0,25,2604,299.0,1.0
27.01.2013,0,25,2607,279.0,1.0
29.01.2013,0,25,2607,279.0,1.0
27.01.2013,0,25,2609,1699.0,1.0
06.01.2013,0,25,2548,1708.95,1.0
26.01.2013,0,25,2611,299.0,1.0
02.01.2013,0,25,2546,299.0,1.0
06.01.2013,0,25,2515,1649.0,1.0
07.01.2013,0,25,2705,1799.0,1.0
11.01.2013,0,25,2705,1799.0,1.0
26.01.2013,0,25,2705,1799.0,1.0
02.01.2013,0,25,2715,899.0,1.0
12.01.2013,0,25,2715,898.5,1.0
02.01.2013,0,25,2716,149.0,1.0
23.01.2013,0,25,2716,149.0,1.0
02.01.2013,0,25,2719,2699.0,1.0
12.01.2013,0,25,2719,2699.0,1.0
25.01.2013,0,25,2719,1699.0,1.0
30.01.2013,0,25,2720,1699.0,1.0
05.01.2013,0,25,2473,899.0,1.0
02.01.2013,0,25,2480,58.0,1.0
02.01.2013,0,25,2731,599.0,1.0
19.01.2013,0,25,2731,599.0,1.0
06.01.2013,0,25,2746,299.0,1.0
07.01.2013,0,25,2746,299.0,1.0
10.01.2013,0,25,2746,299.0,2.0
12.01.2013,0,25,2746,299.0,1.0
20.01.2013,0,25,2746,299.0,1.0
24.01.2013,0,25,2746,299.0,1.0
25.01.2013,0,25,2746,299.0,1.0
04.01.2013,0,25,2748,1399.0,1.0
23.01.2013,0,25,2748,799.0,1.0
25.01.2013,0,25,2748,799.0,1.0
06.01.2013,0,25,2522,1999.0,1.0
19.01.2013,0,25,2614,299.0,1.0
27.01.2013,0,25,2614,299.0,1.0
11.01.2013,0,25,2798,449.0,1.0
16.01.2013,0,25,2833,599.0,1.0
19.01.2013,0,25,2833,599.0,1.0
21.01.2013,0,25,2833,599.0,1.0
22.01.2013,0,25,2833,599.0,1.0
27.01.2013,0,25,2833,599.0,1.0
28.01.2013,0,25,2833,599.0,1.0
14.01.2013,0,25,2835,1999.0,1.0
19.01.2013,0,25,2835,1999.0,1.0
25.01.2013,0,25,2835,1999.0,1.0
06.01.2013,0,25,2836,1999.0,1.0
12.01.2013,0,25,2836,1999.0,1.0
14.01.2013,0,25,2844,899.0,1.0
15.01.2013,0,25,2844,899.0,1.0
25.01.2013,0,25,2844,899.0,1.0
06.01.2013,0,25,2845,599.0,1.0
10.01.2013,0,25,2847,1699.0,1.0
26.01.2013,0,25,2847,1699.0,1.0
05.01.2013,0,25,2848,99.0,2.0
12.01.2013,0,25,2854,449.0,1.0
13.01.2013,0,25,2854,449.0,1.0
16.01.2013,0,25,2854,449.0,1.0
25.01.2013,0,25,2857,1998.5,1.0
31.01.2013,0,25,2857,1999.0,1.0
04.01.2013,0,25,2920,599.0,1.0
07.01.2013,0,25,2920,599.0,1.0
10.01.2013,0,25,2833,599.0,1.0
08.01.2013,0,25,2833,599.0,1.0
04.01.2013,0,25,2833,599.0,1.0
02.01.2013,0,25,2833,599.0,1.0
20.01.2013,0,25,2798,448.5,1.0
03.01.2013,0,25,2795,949.0,1.0
27.01.2013,0,25,2795,949.0,1.0
02.01.2013,0,25,2808,999.0,2.0
03.01.2013,0,25,2808,999.0,2.0
04.01.2013,0,25,2808,999.0,1.0
07.01.2013,0,25,2808,999.0,1.0
08.01.2013,0,25,2808,999.0,2.0
09.01.2013,0,25,2808,999.0,1.0
11.01.2013,0,25,2808,999.0,4.0
17.01.2013,0,25,2808,999.0,1.0
19.01.2013,0,25,2808,999.0,2.0
04.01.2013,0,25,2705,1799.0,1.0
20.01.2013,0,25,2808,999.0,1.0
22.01.2013,0,25,2808,999.0,1.0
23.01.2013,0,25,2808,999.0,1.0
24.01.2013,0,25,2808,999.0,1.0
25.01.2013,0,25,2808,999.0,2.0
26.01.2013,0,25,2808,999.0,1.0
27.01.2013,0,25,2808,999.0,3.0
28.01.2013,0,25,2808,999.0,1.0
17.01.2013,0,25,2628,299.0,1.0
25.01.2013,0,25,2629,299.0,1.0
19.01.2013,0,25,2631,299.0,1.0
10.01.2013,0,25,2640,349.0,1.0
04.01.2013,0,25,2822,399.0,1.0
21.01.2013,0,25,2808,999.0,3.0
16.01.2013,0,25,2920,599.0,1.0
25.01.2013,0,25,2704,1799.0,1.0
30.01.2013,0,25,2703,599.0,1.0
18.01.2013,0,25,2088,1299.0,1.0
02.01.2013,0,25,2090,449.0,1.0
20.01.2013,0,25,2090,449.0,1.0
11.01.2013,0,25,2092,599.0,1.0
08.01.2013,0,25,2100,299.0,1.0
16.01.2013,0,25,2102,349.0,1.0
17.01.2013,0,25,2103,449.0,1.0
05.01.2013,0,25,2106,549.0,1.0
30.01.2013,0,25,2108,199.0,1.0
30.01.2013,0,25,2111,199.0,1.0
05.01.2013,0,25,2117,279.0,1.0
05.01.2013,0,25,2121,399.0,1.0
16.01.2013,0,25,2122,899.0,1.0
05.01.2013,0,25,2123,299.0,1.0
08.01.2013,0,25,2149,449.0,1.0
17.01.2013,0,25,2151,1099.0,1.0
27.01.2013,0,25,2160,949.0,1.0
08.01.2013,0,25,2164,899.0,1.0
02.01.2013,0,25,2389,999.0,1.0
18.01.2013,0,25,2389,999.0,1.0
03.01.2013,0,25,2179,299.0,1.0
06.01.2013,0,25,2179,299.0,1.0
18.01.2013,0,25,2179,299.0,1.0
20.01.2013,0,25,2179,299.0,1.0
13.01.2013,0,25,2186,1499.0,1.0
03.01.2013,0,25,2340,899.0,1.0
10.01.2013,0,25,2189,299.0,1.0
27.01.2013,0,25,2281,499.5,1.0
18.01.2013,0,25,2281,499.5,1.0
20.01.2013,0,25,2321,999.0,1.0
23.01.2013,0,25,2321,999.0,-1.0
31.01.2013,0,25,2321,999.0,1.0
29.01.2013,0,25,2333,549.0,1.0
07.01.2013,0,25,2252,599.0,1.0
12.01.2013,0,25,2252,599.0,1.0
18.01.2013,0,25,2252,599.0,1.0
21.01.2013,0,25,2252,599.0,1.0
23.01.2013,0,25,2252,599.0,1.0
28.01.2013,0,25,2252,599.0,1.0
30.01.2013,0,25,2252,599.0,1.0
03.01.2013,0,25,2253,2199.0,1.0
18.01.2013,0,25,2253,2199.0,1.0
26.01.2013,0,25,2254,2199.0,1.0
18.01.2013,0,25,2255,299.0,1.0
09.01.2013,0,25,2256,299.0,1.0
18.01.2013,0,25,2256,299.0,1.0
09.01.2013,0,25,2257,299.0,1.0
18.01.2013,0,25,2257,299.0,2.0
09.01.2013,0,25,2258,299.0,2.0
13.01.2013,0,25,2258,299.0,1.0
18.01.2013,0,25,2258,299.0,2.0
07.01.2013,0,25,2281,499.5,1.0
11.01.2013,0,25,2281,499.5,1.0
12.01.2013,0,25,2281,499.5,2.0
20.01.2013,0,25,2281,999.0,2.0
26.01.2013,0,25,2189,299.0,1.0
05.01.2013,0,25,2199,1449.0,1.0
07.01.2013,0,25,2199,1449.0,-1.0
25.01.2013,0,25,2439,299.0,1.0
29.01.2013,0,25,2439,299.0,1.0
30.01.2013,0,25,2439,299.0,1.0
31.01.2013,0,25,2439,299.0,1.0
02.01.2013,0,25,2441,1199.0,1.0
20.01.2013,0,25,2461,399.0,1.0
02.01.2013,0,25,2678,999.0,1.0
07.01.2013,0,25,2678,999.0,3.0
15.01.2013,0,25,2678,999.0,1.0
28.01.2013,0,25,2678,998.5,1.0
16.01.2013,0,25,2462,99.0,1.0
26.01.2013,0,25,2680,899.0,2.0
02.01.2013,0,25,2682,1499.0,1.0
04.01.2013,0,25,2682,1499.0,1.0
07.01.2013,0,25,2682,1499.0,1.0
20.01.2013,0,25,2682,1499.0,1.0
04.01.2013,0,25,2703,599.0,1.0
06.01.2013,0,25,2703,599.0,1.0
08.01.2013,0,25,2703,599.0,1.0
09.01.2013,0,25,2703,599.0,1.0
13.01.2013,0,25,2703,599.0,1.0
18.01.2013,0,25,2703,599.0,1.0
21.01.2013,0,25,2703,599.0,1.0
22.01.2013,0,25,2703,599.0,1.0
27.01.2013,0,25,2703,599.0,1.0
19.01.2013,0,25,2439,299.0,1.0
09.01.2013,0,25,2439,299.0,1.0
02.01.2013,0,25,2439,299.0,1.0
31.01.2013,0,25,2437,1399.0,1.0
03.01.2013,0,25,2202,1099.0,1.0
11.01.2013,0,25,2209,899.0,1.0
11.01.2013,0,25,2220,3990.0,1.0
07.01.2013,0,25,2221,1990.0,1.0
02.01.2013,0,25,2412,5490.0,1.0
11.01.2013,0,25,2222,198.0,1.0
02.01.2013,0,25,2415,299.0,1.0
10.01.2013,0,25,2415,299.0,1.0
13.01.2013,0,25,2415,299.0,1.0
02.01.2013,0,25,2416,449.0,1.0
12.01.2013,0,25,2416,449.0,1.0
19.01.2013,0,25,2416,449.0,1.0
11.01.2013,0,25,2704,1799.0,1.0
20.01.2013,0,25,2416,449.0,1.0
24.01.2013,0,25,2416,449.0,1.0
27.01.2013,0,25,2416,449.0,1.0
29.01.2013,0,25,2416,449.0,1.0
04.01.2013,0,25,2417,348.5,1.0
09.01.2013,0,25,2417,349.0,1.0
10.01.2013,0,25,2417,349.0,2.0
25.01.2013,0,25,2417,349.0,1.0
28.01.2013,0,25,2417,349.0,1.0
19.01.2013,0,25,2225,299.0,1.0
21.01.2013,0,25,2235,399.0,1.0
06.01.2013,0,25,2437,1399.0,1.0
27.01.2013,0,25,2437,1399.0,1.0
22.01.2013,0,25,2416,449.0,1.0
21.01.2013,0,25,2920,598.5,1.0
27.01.2013,0,25,2920,599.0,1.0
23.01.2013,0,25,2924,198.0,1.0
31.01.2013,0,25,3168,299.0,1.0
02.01.2013,0,25,3172,148.0,1.0
17.01.2013,0,25,3174,299.0,1.0
27.01.2013,0,25,3175,299.0,1.0
30.01.2013,0,25,3175,299.0,1.0
12.01.2013,0,25,3253,899.0,1.0
22.01.2013,0,25,3268,299.0,1.0
27.01.2013,0,25,3269,299.0,1.0
06.01.2013,0,25,3394,1999.0,1.0
30.01.2013,0,25,3394,1999.0,1.0
02.01.2013,0,25,3402,549.0,1.0
14.01.2013,0,25,3402,549.0,1.0
20.01.2013,0,25,3402,549.0,1.0
23.01.2013,0,25,3402,549.0,1.0
09.01.2013,0,25,3417,449.0,1.0
18.01.2013,0,25,3417,449.0,1.0
31.01.2013,0,25,3417,449.0,1.0
02.01.2013,0,25,3432,599.0,5.0
03.01.2013,0,25,3432,599.0,3.0
04.01.2013,0,25,3432,599.0,2.0
05.01.2013,0,25,3432,599.0,4.0
06.01.2013,0,25,3432,599.0,1.0
08.01.2013,0,25,3432,599.0,3.0
09.01.2013,0,25,3432,599.0,2.0
10.01.2013,0,25,3432,598.75,2.0
26.01.2013,0,25,3164,299.0,1.0
11.01.2013,0,25,3432,599.0,1.0
24.01.2013,0,25,3223,449.0,1.0
20.01.2013,0,25,3223,449.0,1.0
31.01.2013,0,25,3112,349.0,1.0
26.01.2013,0,25,3128,749.0,1.0
08.01.2013,0,25,3203,99.0,1.0
19.01.2013,0,25,3203,99.0,1.0
08.01.2013,0,25,3204,99.0,1.0
09.01.2013,0,25,3204,99.0,1.0
17.01.2013,0,25,3204,99.0,1.0
05.01.2013,0,25,3209,149.0,1.0
09.01.2013,0,25,3209,149.0,1.0
19.01.2013,0,25,3209,149.0,1.0
07.01.2013,0,25,3210,149.0,1.0
09.01.2013,0,25,3210,149.0,1.0
19.01.2013,0,25,3214,149.0,1.0
02.01.2013,0,25,3130,299.0,1.0
26.01.2013,0,25,3141,1130.0,1.0
31.01.2013,0,25,3141,1130.0,1.0
23.01.2013,0,25,3147,1850.0,1.0
26.01.2013,0,25,3147,1850.0,1.0
12.01.2013,0,25,3146,2490.0,1.0
17.01.2013,0,25,3148,1850.0,1.0
25.01.2013,0,25,3158,1290.0,1.0
27.01.2013,0,25,3158,1290.0,1.0
02.01.2013,0,25,3223,449.0,1.0
08.01.2013,0,25,3223,449.0,1.0
19.01.2013,0,25,3223,449.0,2.0
21.01.2013,0,25,3223,449.0,1.0
13.01.2013,0,25,3432,599.0,1.0
14.01.2013,0,25,3432,599.0,1.0
15.01.2013,0,25,3432,599.0,3.0
02.01.2013,0,25,3429,2799.0,3.0
04.01.2013,0,25,3429,2799.0,1.0
07.01.2013,0,25,3429,2799.0,1.0
20.01.2013,0,25,3429,2799.0,1.0
22.01.2013,0,25,3429,2799.0,1.0
23.01.2013,0,25,3429,2799.0,1.0
